#Constant Temperature fit results; RIPL III discrete level library; March 2020 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  47  94 Ag   0.74490   0.04826   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  47  95 Ag   0.69660   0.04547   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  47  96 Ag   0.65369   0.04361   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  47  97 Ag   0.61647   0.04215   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  47  98 Ag   0.58498   0.04075   0.05115   0.08412  20   9   7   1  1.40470  0.00000  1.124E-01   F   0             0.000
  47  99 Ag   0.55913   0.03924   2.34880   0.10488  27  15  14   1  3.92950  0.00000  8.399E-02   F   0             6.652
  47 100 Ag   0.53885   0.03754  -0.84659   0.07748  57   9   7   1  0.30365  0.00000  1.245E-01   F   0             0.000
  47 101 Ag   0.52389   0.03566  -0.01349   0.09531  97  15  14   1  1.41752  0.00000  2.759E-02       0             2.678
  47 102 Ag   0.51332   0.03369  -0.83476   0.07190  53  11   7   3  0.38200  0.09745  1.386E-01   F   0             3.731
  47 103 Ag   0.50635   0.03177   0.07668   0.08878 118  19  14   1  1.55696  0.00000  2.241E-02       0             2.885
  47 104 Ag   0.50236   0.03006  -0.94050   0.08476  79  39   7   3  0.84730  0.09056  2.184E-01   F   0             3.199
  47 105 Ag   0.50086   0.02877  -0.20046   0.07388 148  23   7   5  1.44155  0.43322  2.502E-02 *     0             2.549
  47 106 Ag   0.50142   0.02809  -1.01255   0.10183 150  80  14   2  1.17600  0.08966  1.790E-02 *     0             3.350
  47 107 Ag   0.50369   0.02820  -0.18084   0.06981 142  19   7   2  1.32580  0.09313  1.422E-02 *     0             2.731
  47 108 Ag   0.50728   0.02918  -1.17111   0.10382 169  75  14   3  1.01320  0.10947  2.430E-02 *     0             2.951
  47 109 Ag   0.51181   0.03095  -0.52160   0.07991  90  22   7   5  0.93075  0.41519  5.333E-02 * F   0             2.792
  47 110 Ag   0.51688   0.03326  -1.25929   0.12333  95  75  20   7  0.95440  0.23686  1.792E-02 *     0             1.847
  47 111 Ag   0.52202   0.03578  -0.65608   0.12330 125  60  14  14  1.47600  0.70542  6.821E-03 *     0             2.643
  47 112 Ag   0.52670   0.03807   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  47 113 Ag   0.53037   0.03970   0.00000   1.00000  16   1   1   4  0.00000  0.22208                  0             0.000
  47 114 Ag   0.53259   0.04031   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  47 115 Ag   0.53354   0.03993  -0.77661   0.10673  38  15  14   3  0.66416  0.16656  1.317E-02       0             2.863
  47 116 Ag   0.53358   0.03873   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  47 117 Ag   0.53307   0.03695   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  47 118 Ag   0.53240   0.03486   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  47 119 Ag   0.53196   0.03275   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  47 120 Ag   0.53217   0.03090   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  47 121 Ag   0.53346   0.02956   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47 122 Ag   0.53628   0.02890   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  47 123 Ag   0.54114   0.02899   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  47 124 Ag   0.54866   0.02978   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  47 125 Ag   0.55958   0.03111   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  47 126 Ag   0.57487   0.03279   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  47 127 Ag   0.59552   0.03461   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47 128 Ag   0.62166   0.03645   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47 129 Ag   0.65325   0.03828   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  47 130 Ag   0.69007   0.04009   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47 131 Ag   0.73155   0.04200   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47 132 Ag   0.77653   0.04425   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48  94 Cd   0.74490   0.04826   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48  95 Cd   0.69660   0.04547   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48  96 Cd   0.65369   0.04361   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48  97 Cd   0.61647   0.04215   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48  98 Cd   0.58498   0.04075   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  48  99 Cd   0.55913   0.03924   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  48 100 Cd   0.53885   0.03754   1.95056   0.07939  28  10   7   2  3.65680  1.00411  4.053E-01   F   0             4.540
  48 101 Cd   0.52389   0.03566   1.15023   0.07384  41   9   7   1  2.30120  0.00000  5.599E-02   F   0             0.000
  48 102 Cd   0.51332   0.03369   1.34979   0.08539 309  20   7   3  2.87424  1.63790  2.953E-02       0             3.976
  48 103 Cd   0.50635   0.03177  -0.16926   0.07159 117  13   7   1  1.10760  0.00000  1.065E-01   F   0             3.071
  48 104 Cd   0.50236   0.03006   1.38289   0.07204 106  16   7   3  2.77360  1.49210  2.690E-02       0             3.189
  48 105 Cd   0.50086   0.02877  -0.30368   0.06272  66  11   7   2  0.83237  0.13111  1.483E-01   F   0             2.752
  48 106 Cd   0.50142   0.02809   1.08079   0.07464 120  24   7   7  2.63008  2.14406  7.682E-02   F   0             2.711
  48 107 Cd   0.50369   0.02820  -0.32042   0.06813 135  17   7   6  1.05950  0.50549  1.054E-01   F   0             2.572
  48 108 Cd   0.50728   0.02918   1.11068   0.10287 284  79   7  11  3.32602  2.36578  3.274E-03 *     0             2.902
  48 109 Cd   0.51181   0.03095  -0.37943   0.07879 158  22   7   9  1.21901  0.72167  8.656E-03 *     0             2.741
  48 110 Cd   0.51688   0.03326   0.82136   0.09730 268  36   7  11  2.66213  2.16280  1.250E-02 *     0             2.238
  48 111 Cd   0.52202   0.03578  -0.56851   0.11819 176  43  16   6  1.39181  0.62018  7.423E-03 *     0             2.489
  48 112 Cd   0.52670   0.03807   0.76942   0.15700 286 165   7  20  3.45548  2.41600  3.903E-03 *     0             3.014
  48 113 Cd   0.53037   0.03970  -0.74648   0.14507 215  72  17   6  1.51372  0.52226  9.643E-03 *     0             2.773
  48 114 Cd   0.53259   0.04031   0.62119   0.11770 170  37   7   8  2.58036  1.73225  1.923E-02 *     0             2.454
  48 115 Cd   0.53354   0.03993  -0.61355   0.10855  70  32   7   1  1.35830  0.00000  2.557E-02 *     0             2.314
  48 116 Cd   0.53358   0.03873   0.64515   0.13130 194  68   7  15  2.87752  2.04191  4.939E-03 *     0             2.890
  48 117 Cd   0.53307   0.03695  -0.74407   0.08691  56  16   7   2  0.69080  0.13540  1.072E-01   F   0             2.677
  48 118 Cd   0.53240   0.03486   0.46387   0.07005  35   8   7   3  1.61507  1.16494  8.995E-02   F   0             0.000
  48 119 Cd   0.53196   0.03275  -0.65328   0.06918  33  10   7   2  0.57084  0.02700  5.380E-02   F   0             2.558
  48 120 Cd   0.53217   0.03090   0.55222   0.06368  27   9   7   2  1.89990  0.50594  2.955E-01   F   0             0.000
  48 121 Cd   0.53346   0.02956  -0.64928   0.06089  62   9   7   1  0.50839  0.00000  9.109E-02   F   0             0.000
  48 122 Cd   0.53628   0.02890   0.84806   0.05990  22   9   7   2  1.99190  0.56945  3.930E-02       0             0.000
  48 123 Cd   0.54114   0.02899  -0.60070   0.06523  25  13   7   1  0.74373  0.00000  6.619E-02   F   0             2.618
  48 124 Cd   0.54866   0.02978   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  48 125 Cd   0.55958   0.03111   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  48 126 Cd   0.57487   0.03279   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  48 127 Cd   0.59552   0.03461   0.00000   1.00000   6   1   1   2  0.00000  0.27600                  0             0.000
  48 128 Cd   0.62166   0.03645   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  48 129 Cd   0.65325   0.03828   0.00000   1.00000   5   1   1   2  0.00000  0.15000                  0             0.000
  48 130 Cd   0.69007   0.04009   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  48 131 Cd   0.73155   0.04200   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48 132 Cd   0.77653   0.04425   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  48 133 Cd   0.82294   0.04719   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48 134 Cd   0.86745   0.05113   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49  96 In   0.65369   0.04361   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49  97 In   0.61647   0.04215   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49  98 In   0.58498   0.04075   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  49  99 In   0.55913   0.03924   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49 100 In   0.53885   0.03754   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49 101 In   0.52389   0.03566   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  49 102 In   0.51332   0.03369  -0.20375   0.06938  52   9   7   1  0.97967  0.00000  2.042E-01   F   0             0.000
  49 103 In   0.50635   0.03177   0.83926   0.08492  33  15  14   1  2.20920  0.00000  2.419E-03       0             4.619
  49 104 In   0.50236   0.03006  -0.70303   0.06002  49   8   7   1  0.39606  0.00000  2.185E-01   F   0             0.000
  49 105 In   0.50086   0.02877   0.57868   0.07961 100  18  14   1  1.98800  0.00000  3.790E-02       0             4.019
  49 106 In   0.50142   0.02809  -0.77695   0.05789  38   9   7   1  0.30620  0.00000  9.487E-02   F   0             0.000
  49 107 In   0.50369   0.02820   0.45306   0.08108  63  22  14   3  2.00400  1.00125  2.286E-02       0             3.225
  49 108 In   0.50728   0.02918  -0.80133   0.06189 145  10   7   2  0.30249  0.02975  2.028E-01   F   0             3.881
  49 109 In   0.51181   0.03095   0.28926   0.08465 156  17  14   7  1.75932  1.32125  7.066E-02   F   0             2.732
  49 110 In   0.51688   0.03326  -0.67883   0.08903 148  30   7   7  1.06271  0.34632  8.639E-02   F   0             3.884
  49 111 In   0.52202   0.03578   0.23534   0.10343 203  36   7   7  2.11225  1.21751  1.343E-02 *     0             2.832
  49 112 In   0.52670   0.03807  -0.71172   0.11186 137  25  14   2  0.95500  0.15659  1.621E-02 *     0             3.770
  49 113 In   0.53037   0.03970  -0.05457   0.13247 159  41  18   4  1.94764  1.02428  6.821E-03 *     0             2.672
  49 114 In   0.53259   0.04031  -0.78443   0.14455 127  68  16  22  1.45920  0.90950  9.299E-03 *     0             3.620
  49 115 In   0.53354   0.03993  -0.07285   0.10456  92  24   7  10  1.65000  1.13258  1.046E-02 *     0             2.682
  49 116 In   0.53358   0.03873  -0.95822   0.13321  78  60  14   5  1.21346  0.28966  1.253E-02 *     0             3.488
  49 117 In   0.53307   0.03695  -0.09242   0.09720  79  25   7   7  1.78497  0.88072  2.489E-02 *     0             2.468
  49 118 In   0.53240   0.03486   0.00000   1.00000  19   1   1   2  0.00000  0.06000                  0             0.000
  49 119 In   0.53196   0.03275  -0.00468   0.08582  74  25   7   3  1.92099  0.60418  4.143E-02 *     0             2.700
  49 120 In   0.53217   0.03090   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  49 121 In   0.53346   0.02956   0.04773   0.08000  63  16  14   3  1.50402  0.63790  3.934E-02       0             2.860
  49 122 In   0.53628   0.02890   0.00000   1.00000  15   1   1   2  0.00000  0.04000                  0             0.000
  49 123 In   0.54114   0.02899   0.59846   0.08186  34  20  14   1  2.18570  0.00000  2.712E-02       0             2.987
  49 124 In   0.54866   0.02978   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  49 125 In   0.55958   0.03111   0.46501   0.08418  39  16  14   2  2.00940  0.36012  1.816E-02       0             3.806
  49 126 In   0.57487   0.03279   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  49 127 In   0.59552   0.03461   1.09052   0.09252  20  15  14   1  2.68800  0.00000  2.201E-02       0             5.074
  49 128 In   0.62166   0.03645   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  49 129 In   0.65325   0.03828   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  49 130 In   0.69007   0.04009   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  49 131 In   0.73155   0.04200   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  49 132 In   0.77653   0.04425   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  49 133 In   0.82294   0.04719   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  49 134 In   0.86745   0.05113   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49 135 In   0.90538   0.05599   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49 136 In   0.93093   0.06095   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49 137 In   0.93822   0.06446   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  50  99 Sn   0.55913   0.03924   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  50 100 Sn   0.53885   0.03754   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  50 101 Sn   0.52389   0.03566   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  50 102 Sn   0.51332   0.03369   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  50 103 Sn   0.50635   0.03177   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  50 104 Sn   0.50236   0.03006   4.21366   0.06029  20   8   7   3  5.83890  1.94270  6.432E-01   F   0             0.000
  50 105 Sn   0.50086   0.02877   1.09396   0.05957  31   9   7   1  2.20350  0.00000  4.896E-02       0             0.000
